6.606,0,0,0,0,0,0,0,0,-2.73921,0.06159,0.31994,1.13131,2.34826,0.78083,-1.30395,0,-151.87082,-116.05943,-1.50418,0,0,0,0,0,0
6.637,0,0,0,0,0,0,0,0,-2.73821,0.06154,0.31948,1.13149,2.34907,0.78123,-1.306,0,-151.86219,-116.06241,-1.50381,0,0,0,0,0,0
6.668,0,0,0,0,0,0,0,0,-2.73735,0.06159,0.31935,1.13165,2.34903,0.782,-1.30537,0,-151.86202,-116.06064,-1.5055,0,0,0,0,1,0
6.703,0,0,0,0,0,0,0,0,-2.73648,0.06177,0.3194,1.132,2.34915,0.78351,-1.30174,0,-151.86713,-116.05075,-1.50559,0,0,0,0,1,0
6.732,0,0,0,0,0,0,0,0,-2.73557,0.06181,0.31893,1.13238,2.35077,0.78444,-1.30034,0,-151.86834,-116.03963,-1.50479,0,0,0,0,1,0
6.776,0,0,0,0,0,0,0,0,-2.73455,0.06171,0.31803,1.13272,2.35335,0.78473,-1.30265,0,-151.85964,-116.03597,-1.50484,0,0,0,0,1,0
6.798,0,0,0,0,0,0,0,0,-2.73346,0.06162,0.31684,1.13302,2.35714,0.78404,-1.31,0,-151.70446,-116.1055,-1.50407,0,0,0,0,1,0
6.828,0,0,0,0,0,0,0,0,-2.73222,0.06157,0.31522,1.13305,2.36287,0.7806,-1.32189,0,-151.13828,-116.39699,-1.50426,0,0,0,0,0,0
6.856,0,0,0,0,0,0,0,0,-2.73108,0.06163,0.31443,1.13264,2.36654,0.77608,-1.32948,0,-150.36013,-116.90803,-1.50466,0,0,0,0,0,0
6.887,0,0,0,0,0,0,0,0,-2.7299,0.06176,0.31484,1.13189,2.3669,0.77182,-1.32859,0,-149.53665,-117.60054,-1.50341,0,0,0,0,0,0
6.918,0,0,0,0,0,0,0,0,-2.72864,0.06185,0.315,1.13048,2.36907,0.76325,-1.3276,0,-148.14157,-118.72906,-1.50161,0,0,0,0,0,0
6.949,0,0,0,0,0,0,0,0,-2.7273,0.06185,0.31563,1.12819,2.37115,0.75066,-1.32613,0,-146.21798,-120.43021,-1.50613,0,0,0,0,0,0
6.981,0,0,0,0,0,0,0,0,-2.72595,0.06199,0.31789,1.12516,2.3701,0.73653,-1.32334,0,-143.9558,-122.68662,-1.51027,0,0,0,0,0,0
7.012,0,0,0,0,0,0,0,0,-2.72453,0.06222,0.32188,1.12198,2.36649,0.72366,-1.32139,0,-141.66991,-125.37825,-1.50932,0,0,0,0,0,0
7.043,0,0,0,0,0,0,0,0,-2.72304,0.06255,0.32743,1.11914,2.36094,0.71427,-1.3216,0,-139.61836,-128.29422,-1.50844,0,0,0,0,0,0
7.074,0,0,0,0,0,0,0,0,-2.72146,0.06312,0.33431,1.11702,2.35495,0.70926,-1.32395,0,-137.82553,-131.32673,-1.51791,0,0,0,0,0,0
7.106,0,0,0,0,0,0,0,0,-2.71973,0.06392,0.34198,1.11577,2.35057,0.70802,-1.33002,0,-136.18458,-134.43626,-1.51141,0,0,0,0,0,0
7.138,0,0,0,0,0,0,0,0,-2.71792,0.06482,0.34882,1.11519,2.34963,0.70831,-1.34104,0,-134.67976,-137.30717,-1.51206,0,0,0,0,0,0
7.169,0,0,0,0,0,0,0,0,-2.71604,0.06588,0.35511,1.11498,2.34962,0.70956,-1.35406,0,-133.25501,-139.89338,-1.50875,0,0,0,0,0,0
7.2,0,0,0,0,0,0,0,0,-2.71419,0.06695,0.36071,1.11548,2.35134,0.71319,-1.36726,0,-132.14288,-142.08212,-1.50864,0,0,0,0,1,0
7.234,0,0,0,0,0,0,0,0,-2.71221,0.06821,0.36692,1.11731,2.35351,0.72327,-1.38036,0,-131.60589,-143.93392,-1.50894,0,0,0,0,1,0
7.269,0,0,0,0,0,0,0,0,-2.71049,0.06923,0.37097,1.11942,2.35745,0.73297,-1.39538,0,-131.40306,-145.07254,-1.50928,0,0,0,0,1,0
7.29,0,0,0,0,0,0,0,0,-2.70875,0.07017,0.37372,1.12173,2.36379,0.74198,-1.4145,0,-131.23981,-145.94686,-1.50412,0,0,0,0,1,0
7.329,0,0,0,0,0,0,0,0,-2.70744,0.07078,0.37487,1.12355,2.37128,0.74776,-1.43148,0,-131.06825,-146.5736,-1.50534,0,0,0,0,1,0
7.352,0,0,0,0,0,0,0,0,-2.70636,0.07116,0.37533,1.12513,2.38058,0.75163,-1.45132,0,-130.82109,-147.27635,-1.50397,0,0,0,0,1,0
7.383,0,0,0,0,0,0,0,0,-2.70585,0.07128,0.37568,1.12602,2.38872,0.75298,-1.46899,0,-130.5127,-148.05374,-1.50392,0,0,0,0,0,0
7.408,0,0,0,0,0,0,0,0,-2.70575,0.07125,0.37689,1.12675,2.3965,0.75466,-1.48641,0,-130.27372,-149.15074,-1.50412,0,0,0,0,0,0
7.432,0,0,0,0,0,0,0,0,-2.70618,0.07107,0.37944,1.12729,2.40028,0.75802,-1.49597,0,-130.34015,-150.32199,-1.50347,0,0,0,0,0,0
7.457,0,0,0,0,0,0,0,0,-2.70696,0.07085,0.38273,1.1275,2.40238,0.76104,-1.50278,0,-130.40607,-151.67063,-1.50316,0,0,0,0,0,0
7.468,0,0,0,0,0,0,0,0,-2.70838,0.07053,0.38807,1.12713,2.40349,0.76335,-1.51151,0,-130.29981,-153.85366,-1.49935,0,0,0,0,0,0
7.505,0,0,0,0,0,0,0,0,-2.71,0.07022,0.39401,1.1262,2.40187,0.76455,-1.51575,0,-130.11661,-156.12853,-1.49816,0,0,0,0,0,0
7.536,0,0,0,0,0,0,0,0,-2.71177,0.06988,0.40058,1.12467,2.39827,0.76428,-1.51617,0,-129.80286,-158.64204,-1.49903,0,0,0,0,0,0
7.567,0,0,0,0,0,0,0,0,-2.71351,0.06947,0.4075,1.12276,2.39311,0.76329,-1.51429,0,-129.45732,-161.2768,-1.49801,0,0,0,0,0,0
7.599,0,0,0,0,0,0,0,0,-2.7151,0.06908,0.41429,1.12073,2.38862,0.76165,-1.5129,0,-129.01098,-164.00387,-1.50041,0,0,0,0,0,0
7.63,0,0,0,0,0,0,0,0,-2.7165,0.06883,0.42115,1.1189,2.38384,0.76098,-1.51132,0,-128.61005,-166.66375,-1.49726,0,0,0,0,0,0
7.66,0,0,0,0,0,0,0,0,-2.71774,0.06871,0.42825,1.11715,2.37935,0.76079,-1.51121,0,-128.15612,-169.41904,-1.49513,0,0,0,0,0,0
7.691,0,0,0,0,0,0,0,0,-2.71876,0.06873,0.43516,1.11545,2.37488,0.76062,-1.5123,0,-127.64796,-172.09729,-1.49645,0,0,0,0,0,0
7.723,0,0,0,0,0,0,0,0,-2.71956,0.06885,0.44127,1.11376,2.37091,0.75963,-1.51392,0,-127.05152,-174.54882,-1.49407,0,0,0,0,0,0
7.754,0,0,0,0,0,0,0,0,-2.72018,0.06893,0.44649,1.11204,2.3678,0.7576,-1.51628,0,-126.39823,-176.80944,-1.49096,0,0,0,0,0,0
7.785,0,0,0,0,0,0,0,0,-2.72078,0.06897,0.45121,1.11065,2.36518,0.75666,-1.51637,0,-125.94275,-178.80734,-1.49296,0,0,0,0,1,0
7.829,0,0,0,0,0,0,0,0,-2.72142,0.06906,0.45565,1.10988,2.3604,0.7588,-1.51054,0,-125.93001,-180.16068,-1.49044,0,0,0,0,1,0
7.853,0,0,0,0,0,0,0,0,-2.72214,0.06908,0.45984,1.10935,2.35626,0.76176,-1.50582,0,-126.07331,-181.38425,-1.48754,0,0,0,0,1,0
7.876,0,0,0,0,0,0,0,0,-2.72274,0.06898,0.46216,1.10917,2.35525,0.76372,-1.5073,0,-126.23915,-182.15745,-1.48386,0,0,0,0,1,0
7.911,0,0,0,0,0,0,0,0,-2.72356,0.06887,0.46384,1.10923,2.35587,0.76566,-1.51256,0,-126.47135,-182.75621,-1.48267,0,0,0,0,1,0
7.955,0,0,0,0,0,0,0,0,-2.72434,0.06881,0.46443,1.1095,2.35813,0.76689,-1.51786,0,-126.65478,-183.04747,-1.4815,0,0,0,0,0,0
7.978,0,0,0,0,0,0,0,0,-2.72519,0.06875,0.46418,1.10991,2.3624,0.76732,-1.52418,0,-126.78701,-183.19251,-1.47896,0,0,0,0,0,0
7.995,0,0,0,0,0,0,0,0,-2.72663,0.06857,0.46338,1.1105,2.36752,0.76795,-1.53079,0,-127.13212,-183.09966,-1.47629,0,0,0,0,0,0
8.027,0,0,0,0,0,0,0,0,-2.72829,0.0683,0.46338,1.11104,2.36618,0.77122,-1.52915,0,-127.9804,-182.52349,-1.47938,0,0,0,0,0,0
8.06,0,0,0,0,0,0,0,0,-2.73,0.06794,0.46252,1.11172,2.36476,0.77442,-1.52779,0,-128.96343,-181.55385,-1.4806,0,0,0,0,0,0
8.091,0,0,0,0,0,0,0,0,-2.73173,0.06737,0.46048,1.11252,2.36302,0.77752,-1.52398,0,-130.16515,-180.06338,-1.4842,0,0,0,0,0,0
8.122,0,0,0,0,0,0,0,0,-2.73339,0.06646,0.45622,1.11338,2.36355,0.77856,-1.51753,0,-131.41566,-178.0282,-1.48351,0,0,0,0,0,0
8.153,0,0,0,0,0,0,0,0,-2.73505,0.06531,0.44997,1.11435,2.36656,0.77788,-1.51098,0,-132.69921,-175.52236,-1.48585,0,0,0,0,0,0
8.185,0,0,0,0,0,0,0,0,-2.73684,0.0641,0.4426,1.11552,2.3706,0.77699,-1.50325,0,-134.09478,-172.61762,-1.48757,0,0,0,0,0,0
8.216,0,0,0,0,0,0,0,0,-2.73875,0.06293,0.43464,1.11684,2.37462,0.77635,-1.49405,0,-135.59018,-169.38985,-1.48881,0,0,0,0,0,0
8.247,0,0,0,0,0,0,0,0,-2.74075,0.06176,0.42632,1.11816,2.3779,0.77589,-1.4838,0,-137.18213,-165.91905,-1.48936,0,0,0,0,0,0
8.278,0,0,0,0,0,0,0,0,-2.74279,0.06073,0.41797,1.11924,2.38094,0.77442,-1.47456,0,-138.61741,-162.47584,-1.49486,0,0,0,0,0,0
8.31,0,0,0,0,0,0,0,0,-2.74484,0.0598,0.41003,1.12008,2.38466,0.77189,-1.46883,0,-139.811,-159.35855,-1.49201,0,0,0,0,0,0
8.341,0,0,0,0,0,0,0,0,-2.74687,0.05891,0.40312,1.1206,2.38906,0.76862,-1.46713,0,-140.75767,-156.85192,-1.49108,0,0,0,0,0,0
8.372,0,0,0,0,0,0,0,0,-2.7489,0.05804,0.39769,1.12077,2.39247,0.76542,-1.46566,0,-141.58015,-154.92623,-1.49564,0,0,0,0,0,0
8.403,0,0,0,0,0,0,0,0,-2.75084,0.05735,0.39396,1.12123,2.39782,0.76399,-1.46473,0,-142.26158,-153.75776,-1.49313,0,0,0,0,1,0
8.439,0,0,0,0,0,0,0,0,-2.75261,0.05679,0.39208,1.12208,2.40336,0.76566,-1.46605,0,-143.0167,-153.16655,-1.49153,0,0,0,0,1,0
8.472,0,0,0,0,0,0,0,0,-2.75392,0.05619,0.3925,1.12334,2.40415,0.77281,-1.4688,0,-144.27214,-152.77714,-1.49637,0,0,0,0,1,0
8.498,0,0,0,0,0,0,0,0,-2.7551,0.05508,0.39593,1.1261,2.40136,0.79191,-1.47425,0,-146.98513,-152.55845,-1.49759,0,0,0,0,0,0
8.54,0,0,0,0,0,0,0,0,-2.75564,0.05384,0.39868,1.12907,2.40343,0.81048,-1.47976,0,-149.57241,-152.72397,-1.50213,0,0,0,0,0,0
8.564,0,0,0,0,0,0,0,0,-2.75593,0.05215,0.40163,1.13282,2.40758,0.83365,-1.48377,0,-152.87549,-153.05678,-1.49824,0,0,0,0,0,0
8.594,0,0,0,0,0,0,0,0,-2.75615,0.04925,0.40798,1.13873,2.40749,0.87637,-1.48304,0,-159.20304,-153.53828,-1.49401,0,0,0,0,0,0
8.619,0,0,0,0,0,0,0,0,-2.7564,0.04588,0.41734,1.14511,2.40043,0.92998,-1.47712,0,-167.43835,-154.22193,-1.30503,0,0,0,0,0,0
8.643,0,0,0,0,0,0,0,0,-2.75672,0.04131,0.42895,1.15239,2.39046,0.99073,-1.47145,0,-177.16093,-155.31835,-0.20801,0,0,0,0,0,0
8.668,0,0,0,0,0,0,0,0,-2.75715,0.0352,0.44206,1.16002,2.37595,1.05117,-1.46915,0,-187.36278,-156.46956,2.3527,0,0,0,0,0,0
8.68,0,0,0,0,0,0,0,0,-2.75792,0.02399,0.46369,1.17054,2.34561,1.13512,-1.46299,0,-202.49165,-158.12094,8.34628,0,0,0,0,0,0
8.716,0,0,0,0,0,0,0,0,-2.75868,0.01029,0.48647,1.18033,2.31407,1.21914,-1.44829,0,-218.80832,-160.46404,16.18668,0,0,0,0,0,0
8.747,0,0,0,0,0,0,0,0,-2.75948,-0.00593,0.50839,1.18915,2.28693,1.30303,-1.43089,0,-236.40402,-163.81941,25.51435,0,0,0,0,0,0
8.778,0,0,0,0,0,0,0,0,-2.76024,-0.02436,0.52642,1.19597,2.26804,1.37888,-1.41466,0,-253.98703,-168.09009,35.54784,0,0,0,0,0,0
8.81,0,0,0,0,0,0,0,0,-2.76059,-0.04494,0.53711,1.20002,2.26275,1.43814,-1.4027,0,-270.18982,-173.28017,45.12141,0,0,0,0,0,0
8.841,0,0,0,0,0,0,0,0,-2.76029,-0.0679,0.54014,1.20111,2.27177,1.48281,-1.38887,0,-285.49829,-179.68295,53.83697,0,0,0,0,0,0
9.965,0,0,0,0,0,0,0,0,-2.55714,-0.51475,0.35362,0.7435,1.4696,0.4847,0.09096,0,-358.57039,-387.18645,114.93641,0,0,0,0,0,0
9.996,0,0,0,0,0,0,0,0,-2.55498,-0.51232,0.37448,0.72542,1.51013,0.51622,0.08658,0,-365.25058,-402.65136,114.40235,0,0,0,0,0,0
10.028,0,0,0,0,0,0,0,0,-2.55284,-0.50992,0.39252,0.70984,1.52719,0.54445,0.07276,0,-370.00815,-415.36993,114.44311,0,0,0,0,0,0
